Año;Mes;Descripción Centro;Organismo;Número Contrato;Número Expediente;Descripción Contrato;Tipo Contrato;Procedimiento Adjudicación;Artículo;Apartado;Criterios Adjudicación;Presupuesto Total(IVA Incluido);Importe Adjudicación (IVA Incluido);Plazo;Fecha Adjudicación;Nombre/Razón Social;NIF/CIF Adjudicatario;Fecha Formalización;Acuerdo Marco;Ingreso/Coste Cero;Observaciones
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000752;133/2018/00316;REDACCION DE PROYECTO, EJECUCION DE LA OBRA Y MANTENIMIENTO DE LOS SISTEMAS DE DESODORIZACION DE LAS PLANTAS DE BIOMETANIZACION Y TRATAMIENTO DE BIOGAS DEL PARQUE TECNOLOGICO DE VALDEMINGOMEZ. LOTE 2: PLANTA DE BIOMETANIZACION DE LA PALOMA;Obras;Abierto;;;Pluralidad de criterios;590.723,42 €;590.368,97 €;67;27/12/2019;UTE OBRAS LA PALOMA;U88487772;14/02/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000753;133/2018/00316;REDACCION DE PROYECTO, EJECUCION DE LA OBRA Y MANTENIMIENTO DE LOS SISTEMAS DE DESODORIZACION DE LAS PLANTAS DE BIOMETANIZACION Y TRATAMIENTO DE BIOGAS DEL PARQUE TECNOLOGICO DE VALDEMINGOMEZ. LOTE 3 PLANTA DE TRATAMIENTO DE BIOGAS ;Obras;Abierto;;;Pluralidad de criterios;185.385,85 €;170.554,98 €;62,5;27/12/2019;FERROVIAL SERVICIOS, S.A.;A80241789;14/02/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE BARAJAS;202000754;121/2020/00721;CONTRATACION DE EMERGENCIA PARA EL SUMINISTRO, TRANSPORTE E INSTALACION DE MAMPARAS, PANTALLAS Y PANELES PROTECTORES COMO CONSECUENCIA DE LAS MEDIDAS EXTRAORDINARIAS ADOPTADAS TENDENTES A LA CONTENCION DEL COVID-19 EN DEPENDENCIAS MUNICIPALES DEL DISTRITO DE BARAJAS;Suministro;Tramitación Emergencia;;;;12.374,67 €;12.374,67 €;0,7;27/05/2020;MOBILIAR, SL;B78118106;04/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE BARAJAS;202000755;121/2020/00463;CONTRATO DE EMERGENCIA DE MANUTENCION A COLECTIVOS VULNERABLES COMO CONSECUENCIA DE LAS MEDIDAS EXTRAORDINARIAS ADOPTADAS TENDENTES A LA CONTENCION DEL COVID-19 DESDE EL 21 DE MARZO 2020;Servicios;Tramitación Emergencia;;;;35.000,00 €;35.000,00 €;3;17/03/2020;UNION CASTELLANA DE ALIMENTACION UCALSA SA;A80994460;27/04/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE BARAJAS;202000756;121/2020/00475;CONTRATACION DE EMERGENCIA PARA PROPORCIONAR MANUTENCION CONSISTENTE EN LA PREPARACION Y ENVIO A DOMICILIO DE CESTAS DE COMPRA PARA FAMILIAS EN SITUACION DE VULNERABILIDAD COMO CONSECUENCIA DE LAS MEDIDAS EXTRAORDINARIAS ADOPTADAS TENDENTES A LA CONTENCION DEL COVID-19;Servicios;Tramitación Emergencia;;;;40.500,00 €;40.500,00 €;2,7;30/03/2020;CENTROS COMERCIALES CARREFOUR, S.A. LOS ANGELES;A28425270;07/05/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;202000757;171/2020/00326;GESTION DEL ALOJAMIENTO DE EMERGENCIA Y LA ATENCION SOCIAL DE LA POBLACION SIN HOGAR VINCULADO AL BROTE DE SARS- COV 2 (COVID-19) ;Servicios;Tramitación Emergencia;;;;872.260,55 €;872.260,55 €;2,53;16/03/2020;ACCEM;G79963237;16/04/2020; ;;
2020;Julio;EMPRESAS;EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;202000758;EVS/2020/00018;SUMINISTRO DE LICENCIAS SAP PARA LA EMPRESA MUNICIPAL DE LA VIVIENDA Y SUELO DE MADRID, S.A.;Suministro;Abierto simplificado sumario;;;Un unico criterio;35.090,00 €;34.589,35 €;21;13/05/2020;SAP ESPAÑA, SISTEMAS, APLICACIONES Y PRODUCTOS EN LA INFORMATICA, S. A.;A58379629;24/05/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;INFORMÁTICA AYUNTAMIENTO DE MADRID;202000759;NRC/2020/00002;SUMINISTRO DE 4.655 ORDENADORES PORTATILES Y 1.300 ADAPTADORES WIFI, CON LAS PRESTACIONES NECESARIAS PARA SU ENTREGA Y CONFIGURACION PARA EMPLEADOS QUE DESARROLLAN TRABAJO NO PRESENCIAL EN EL AYUNTAMIENTO DE MADRID, COMO CONSECUENCIA DE LA CRISIS SANITARIA OCASIONADA POR EL COVID-19.;Suministro;Tramitación Emergencia;;;;5.999.909,87 €;5.999.909,87 €;2,33;12/05/2020;TELEFONICA SOLUCIONES DE INFORMATICA Y COMUNICACION DE ESPAÑA, S.A.;A78053147;26/05/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;INFORMÁTICA AYUNTAMIENTO DE MADRID;202000760;NRC/2020/00003;SUMINISTRO E INSTALACION DE PVC AUTOPORTANTE, EN SUSTITUCION DE LA MOQUETA EN LA SEDE DEL OA IAM, POR EL DEFICIENTE ESTADO EN QUE SE ENCUENTRA Y LA IMPOSIBILIDAD DE PROCEDER A SU DESINFECCION, PARA PODER GARANTIZAR LAS CONDICIONES DE PROTECCION DE LA SALUD DE LOS TRABAJADORES EN SU REINCORPORACION AL PUESTO DE TRABAJO Y POR TANTO ASEGURAR EL NORMAL FUNCIONAMIENTO DE LOS SERVICIOS MUNICIPALES, CUANDO FINALICE EL PERIODO DE ALARMA.;Suministro;Tramitación Emergencia;;;;427.130,00 €;427.130,00 €;1,23;08/05/2020;MOQUETAS ASAN, S.A.;A28381564;26/05/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;202000761;171/2020/00338;PRESTACION DE UN SERVICIO DE CATERING A LOS MENORES EN SITUACION DE NECESIDAD ESCOLARIZADOS EN ESCUELAS INFANTILES DE TITULARIDAD DEL AYUNTAMIENTO DE MADRID Y EN PLAZAS SOSTENIDAS CON FONDOS MUNICIPALES EN CENTROS PRIVADOS;Servicios;Tramitación Emergencia;;;;107.662,50 €;107.662,50 €;2,2;24/03/2020;UNION CASTELLANA DE ALIMENTACION UCALSA SA;A80994460;14/04/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DELEGADA DE DEPORTE;202000762;300/2019/01647;SUMINISTRO DE SISTEMAS DE ECOGRAFOS Y EQUIPOS DE FISIOTERAPIA INVASIVA PARA FISIOTERAPIA DEPORTIVA EN LOS CENTROS DE FISIOTERAPIA DEPORTIVA DEL AYUNTAMIENTOS DE MADRID;Suministro;Abierto simplificado;;;Pluralidad de criterios;50.000,00 €;39.131,40 €;0,66;16/06/2020;PORTALWEB FISAUDE, S.L.;B32403495;30/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000763;300/2019/00354;"""IFS 2019 OBRAS DE MEJORA DE CAMINOS E INSTALACION DE HIDRANTES EN EL PARQUE FORESTAL DE VICALVARO"" EN EL DISTRITO DE VICALVARO";Obras;Abierto simplificado;;;Pluralidad de criterios;1.230.929,65 €;798.134,79 €;3;23/12/2019;INESCO S.A - SAFITRA S.A.;U88572748;23/01/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000764;300/2018/01017;MANTENIMIENTO INTEGRAL DE LOS EDIFICIOS E INSTALACIONES ADSCRITAS A LA DIRECCION GENERAL DE GESTION Y VIGILANCIA DE LA CIRCULACION DEL AYUNTAMIENTO DE MADRID. LOTE 1;Servicios;Abierto;;;Pluralidad de criterios;130.697,86 €;117.016,68 €;32;30/12/2019;GESTIONA DESARROLLO DE SERVICIOS INTEGRALES, S.L.;B40221921;30/01/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000765;300/2018/01017;MANTENIMIENTO INTEGRAL DE LOS EDIFICIOS E INSTALACIONES ADSCRITAS A LA DIRECCION GENERAL DE GESTION Y VIGILANCIA DE LA CIRCULACION DEL AYUNTAMIENTO DE MADRID. LOTE 2;Servicios;Abierto;;;Pluralidad de criterios;260.407,34 €;207.402,47 €;32;30/12/2019;GESTIONA DESARROLLO DE SERVICIOS INTEGRALES, S.L.;B40221921;30/01/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000766;300/2018/02171;CONTRATO DE SERVICIOS DE  INFORMACION Y EDUCACION AMBIENTAL EL PARQUE DE LA DEHESA DE LA VILLA ;Servicios;Abierto;;;Pluralidad de criterios;372.395,22 €;261.793,83 €;24;20/12/2019;ENTORNO PRODUCCIONES Y ESTUDIOS AMBIENTALES, S.L.;B80136740;03/02/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000767;300/2019/00475;REDACCION DE LOS ANTEPROYECTOS DE ADECUACION Y MEJORA DE LA ESTACION REGENERADORA  DE AGUAS RESIDUALES DE VALDEBEBAS Y DE LA ESTACION REGENERADORA DE AGUAS RESIDUALES DE REJAS (2 LOTES). LOTE 2;Servicios;Abierto;;;Pluralidad de criterios;84.851,25 €;59.395,88 €;6;30/12/2019;TPF GETINSA EUROESTUDIOS S.L.;B84840685;07/02/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000768;300/2019/00475;REDACCION DE LOS ANTEPROYECTOS DE ADECUACION Y MEJORA DE LA ESTACION REGENERADORA  DE AGUAS RESIDUALES DE VALDEBEBAS Y DE LA ESTACION REGENERADORA DE AGUAS RESIDUALES DE REJAS (2 LOTES). LOTE 1;Servicios;Abierto;;;Pluralidad de criterios;81.330,15 €;54.523,74 €;6;30/12/2019;INNOVACION CIVIL ESPAÑOLA S.L.;B82323478;07/02/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000769;300/2020/00262;SERVICIO DE GESTION INTEGRAL DE LOS RESIDUOS DE CARACTER BIOSANITARIO Y PELIGROSOS  QUE SE GENERAN EN LA ACTIVIDAD DEL SAMUR-PROTECCION CIVIL;Servicios;Abierto simplificado sumario;;;Un unico criterio;31.020,00 €;31.020,00 €;24;15/06/2020;SRCL CONSENUR, S.L.;B86208824;17/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000770;300/2019/01767;IFS. REFORMA DE 6 VEHICULOS DE LA SUBDIRECCION GENERAL DE SAMUR-PROTECCION CIVIL DEL AYUNTAMIENTO DE MADRID;Servicios;Abierto;;;Un unico criterio;129.489,21 €;102.827,39 €;3;28/05/2020;TECNOVE, S.L.;B13032750;29/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL;202000771;171/2020/00334;GESTION DEL ALOJAMIENTO DE EMERGENCIA Y LA ATENCION SOCIAL DE LA POBLACION SIN HOGAR VINCULADO AL BROTE DE SARS- COV 2 (COVID-19) EN DOS PABELLONES DEL RECINTO FERIAL DE IFEMA FERIA DE MADRID;Servicios;Tramitación Emergencia;;;;2.949.091,20 €;2.949.091,20 €;2,4;20/03/2020;GRUPO 5 ACCION Y GESTION SOCIAL, S. A.;A78867371;14/04/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000772;300/2019/01472;MANTENIMIENTO TECNICO INTEGRAL DE LOS APARATOS ELEVADORES E INSTALACIONES ELECTROMECANICAS DE LOS EDIFICIOS DEL AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;Servicios;Abierto;;;Pluralidad de criterios;82.688,22 €;72.671,15 €;24;21/05/2020;EULEN, S.A.;A28517308;19/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000773;300/2019/01738;I.F.S. PARA LA ADQUISICION DE UN VEHICULO DE RAMPA DE CARGA DE BOTELLAS PARA LA JEFATURA DEL CUERPO DE BOMBEROS DE LA DIRECCION GENERAL DE EMERGENCIAS Y PROTECCION CIVIL DEL AYUNTAMIENTO DE MADRID;Suministro;Abierto;;;Un unico criterio;434.390,00 €;422.270,52 €;8;19/05/2020;ITURRI, S.A.;A41050113;16/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE CARABANCHEL;202000774;111/2020/01544;CONTRATACION DE EMERGENCIA PARA EL SUMINISTRO DE MAMPARAS DE PROTECCION DE LOS TRABAJADORES A LAS DEPENDENCIAS MUNICIPALES ADSCRITAS AL DISTRITO  DE CARABANCHEL DE CARA A LA REINCORPORACION AL TRABAJO PRESENCIAL EN EL MARCO DE LA CRISIS SANITARIA OCASIONADA POR LA COVID-19;Servicios;Tramitación Emergencia;;;;59.759,48 €;59.759,48 €;0,5;19/05/2020;NESGUEL, S.L.;B87719423;25/05/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE RETIRO;202000775;300/2019/01196;CONTRATO DE SERVICIOS PARA LA IMPARTICION DE ACTIVIDADES INFANTILES DE VERANO EN EL CENTRO CULTURAL LAS CALIFORNIAS DEL DISTRITO DE RETIRO;Servicios;Abierto simplificado;;;Pluralidad de criterios;44.976,56 €;37.050,50 €;24;05/06/2020;ACTIVIDADES DE EDUCACION, CULTURA Y OCIO SLL;B82999129;23/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000776;300/2019/01706;SUMINISTRO DE CONSUMIBLES INFORMATICOS PARA LAS DISTINTAS UNIDADES DE LA DIRECCION GENERAL DE  LA POLICIA MUNICIPAL.;Suministro;Abierto simplificado sumario;;;Un unico criterio;42.254,86 €;37.184,28 €;0,5;08/06/2020;DISTRIBUIDORA DE MATERIAL DE OFICINA S A;A78557808;22/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000777;300/2019/01405;I.F.S. PARA LA ADQUISICION DE MATERIAL PARA TRABAJOS EN ALTURA PARA LA JEFATURA DEL CUERPO DE BOMBEROS DEL AYUNTAMIENTO DE MADRID.;Suministro;Abierto;;;Un unico criterio;87.611,84 €;87.611,84 €;2;27/05/2020;LEVELINSTRUKTA S.L.;B65221947;29/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000778;300/2018/01811;REFORESTACION DE DESCAMPADOS Y ESPACIOS ALEDAÑOS A LAS VIAS M-30, M-40 Y M-50. 1 FASE: PARAJES MONTECARMELO, LAS TABLAS Y SANCHINARRO (M-40). (1 FASE ID.1132 Y 84);Obras;Abierto simplificado;;;Pluralidad de criterios;499.999,83 €;289.749,90 €;7;27/02/2020;INGENIERIA Y DISEÑOS TECNICOS, S.A.U.;A78847381;24/04/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE MORATALAZ;202000779;300/2019/00272;MEDIACION EN COMUNIDADES Y PISCINAS MUNICIPALES AL AIRE LIBRE EN EL DISTRITO DE MORATALAZ DURANTE 2020 (5 LOTES). LOTE 5;Servicios;Abierto;;;Pluralidad de criterios;33.980,94 €;30.250,00 €;12;11/03/2020;PROACTIVA FORMACION, S.L.;B82352410;12/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE MORATALAZ;202000780;300/2019/01169;SERVICIOS DE ANIMACION SOCIOCULTURAL, DE ATENCION PSICOSOCIAL Y ACTIVIDADES DE PREVENCION DE LA DEPENDENCIA Y MANTENIMIENTO DE LA AUTONOMIA PERSONAL, FISICA Y COGNITIVA PARA LOS SOCIOS DE LOS TRES CENTROS MUNICIPALES DE MAYORES DEL DISTRITO DE MORATALAZ.;Servicios;Abierto;;;Pluralidad de criterios;412.760,83 €;375.611,50 €;20,5;12/03/2020;SALZILLO SERVICIOS INTEGRALES, S.L.U.;B73589814;17/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE CHAMARTÍN;202000781;105/2020/01729;"ES EL SUMINISTRO DE EQUIPO DE PROTECCION COLECTIVBA PARA USUARIOS Y TRABAJADORES JMD: 50 CAJAS DE GUANTES DE VINILO; 10 UNIDADES DE DOSIFICADOR AUTOMATICO PLASTICO ""SERIE EVO""; 30 UNIDADS DE GEL HIDROALCOHOLICO DE 5 LITROS; 300 UNIDADES DE GEL HIDROALCOHOLICO DE 500 MILILITROS. ";Suministro;Tramitación Emergencia;;;;4.955,00 €;4.955,00 €;0,33;16/06/2020;STAG, S.A.;A28907905;18/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE CHAMARTÍN;202000782;105/2020/01740;SE EXPONEN LAS LINEAS BASICAS DEL OBJETO DEL CONTRATO, QUE SE DETALLAN Y CONCRETAN EL EL DOCUMENTO PLAN DE TRABAJOS INCORPORADO COMO ANEXO II CON CARACTER VINCULANTE Y CONTRACTUAL PARA LA EMPRESA ADJUDICATARIA. EN DICHO PROYECTO SE HAN CONCRETADO LOS REQUISITOS QUE AQUI SE ESTABLECEN PARA EL DESARROLLO DE LA PRESTACION: CONCILIACION DE LA VIDA FAMILIAR Y LABORAL. DIRIGIDO A MENORES ESCOLARIZADOS DE ENTRE 3 Y 12 AÑOS. ORGANIZACION Y DESARROLLO DE UN PROGRAMA DE ACTIVIDADES PLANIFICADAS HACIENDO LA DEBIDA DISTINCION POR EDADES. PRESTACION DE UN SERVICIO DE COMEDOR QUE DEBE INCLUIR DESAYUNO Y COMIDA.;Servicios;Tramitación Emergencia;;;;50.036,80 €;50.036,80 €;1;16/06/2020;ASOC PARA EL DESARROLLO Y LA PROMOCION SOCIAL ADESPRO;G83995704;18/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE CHAMBERÍ;202000783;300/2019/00938;CONTRATO DE SERVICIOS QUE CONLLEVA PRESTACIONES DIRECTAS A FAVOR DE LA CIUDADANIA PARA LA PRESTACION DEL SERVICIODE ANIMACION-DINAMIZACION SOCIAL DIRIGIDO A LAS PERSONAS MAYORES USUARIAS DE LOS CENTROS MUNICIPALES DE MAYORES DEL DISTRITO DE CHAMBERI;Servicios;Abierto;;;Pluralidad de criterios;411.614,06 €;330.122,22 €;24;03/02/2020;PODIUM GESTION INTEGRAL SL;B09528373;24/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;INFORMÁTICA AYUNTAMIENTO DE MADRID;202000784;300/2019/00425;SERVICIOS PARA LA TRANSFORMACION DEL ESPACIO DE TRABAJO DEL EMPLEADO MUNICIPAL Y EL SUMINISTRO DEL EQUIPAMIENTO PARA EL AYUNTAMIENTO DE MADRID Y SUS ORGANISMOS AUTONOMOS (3 LOTES). LOTE 1;Servicios;Abierto;;;Pluralidad de criterios;35.803.845,50 €;33.812.590,40 €;48;30/04/2020;UTE ACCENTURE S.L. Y SPECIALIST COMPUTER CENTRES SL;U88635123;26/05/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE RETIRO;202000785;103/2020/01438;CONTRATO DE EMERGENCIA PARA EL SUMIISTRO DE MAMPARAS DE PROTECCION CONTRA EL COVID 19 PARA LOS DISTINTOS PUESTOS DE TRABAJO EN LOS EDIFICIOS DE LA JUNTA MUNICIPAL DE DISTRITO DE  RETIRO.TRAMITACION EMERGENCIA;Suministro;Tramitación Emergencia;;;;15.000,00 €;15.000,00 €;0,03;10/06/2020;MOBILIAR, SL;B78118106;24/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000786;300/2019/01206;IFS 2019 EQUIPOS DE RECARGA DE VEHICULOS ELECTRICOS TIPO SAVE (2 LOTES) . LOTE 1;Suministro;Abierto;;;Pluralidad de criterios;1.016.400,00 €;1.016.400,00 €;3;26/05/2020;IBERDROLA CLIENTES, S.A.U.;A95758389;23/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE MORATALAZ;202000787;300/2018/01037;SERVICIO DE VIGILANCIA Y SEGURIDAD DE EDIFICIOS DEPENDIENTES DEL DISTRITO DE MORATALAZ;Servicios;Abierto;;;Pluralidad de criterios;454.853,50 €;396.404,82 €;24;16/04/2020;ALERTA Y CONTROL, S.A.;A28978807;08/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000788;145/2020/01398;"145/2020/01398 ""CONTRATO DE EMERGENCIA PARA SERVICIO DE GESTION LOGISTICA DEL ALMACEN DE RECURSOS MATERIALES DE LA CALLE AHUMAOS  NUM 2"".";Servicios;Tramitación Emergencia;;;;373.482,23 €;373.482,23 €;6,53;12/06/2020;KUEHNE & NAGEL S.A.;A82218728;30/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE RETIRO;202000789;103/2020/01553;ADECUACION DE LOS CENTROS DEPORTIVOS MUNICIPALES DEL DISTRITO DE RETIRO A LAS MEDIDAS DE SEGURIDAD FRENTE AL COVID-19, PARA POSIBILITAR SU APERTURA. TRAMITACION EMERGENCIA;Servicios;Tramitación Emergencia;;;;13.837,32 €;13.837,32 €;0,2;16/06/2020;FITNESS PROJECT CENTER SL;B19207083;23/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE RETIRO;202000790;103/2020/01561;CONTRATO DE EMERGENCIA PARA PROPORCIONAR ELEMENTOS DE ADECUACION PARA LA PROTECCION CONTRA EL COVID 19 EN LOS DISTINTOS PUESTOS DE TRABAJO EN LOS EDIFICIOS DE LA JUNTA MUNICIPAL DE DISTRITO DE RETIRO;Suministro;Tramitación Emergencia;;;;12.500,00 €;12.500,00 €;0,03;16/06/2020;MOBILIAR, SL;B78118106;24/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE RETIRO;202000791;103/2020/01566;SUMINISTRO DE EPIS DE PROTECCION CONTRA EL COVID 19 PARA LOS DISTINTOS PUESTOS DE TRABAJO EN LOS EDIFICIOS DE LA JUNTA MUNICIPAL DE DISTRITO DE RETIRO. TRAMITACION EMERGENCIA;Suministro;Tramitación Emergencia;;;;21.000,00 €;21.000,00 €;0,03;17/06/2020;AZULES DE VERGARA, S.L.;B28279842;29/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000792;300/2019/00993;IFS 2019 ACONDICIONAMIENTO Y MEJORA DE LAS ZONAS AJARDINADAS EXISTENTES Y RENOVACION DEL AREA CANINA DE LOS JARDINES DE ENRIQUE HERREROS. DISTRITO DE CHAMBERI;Obras;Abierto simplificado;;;Pluralidad de criterios;319.877,33 €;228.712,29 €;3;26/05/2020;IMESAPI, S.A.;A28010478;31/05/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000793;300/2018/02139;IFS 2019: CONSTRUCCION DE ADECUACION DEL APARCAMIENTO DE LA PLAZA SANTO DOMINGO A ADJUDICAR POR PROCEDIMIENTO ABIERTO;Obras;Abierto;;;Pluralidad de criterios;6.061.750,29 €;3.889.218,98 €;12;13/05/2020;CYOPSA-SISOCIA, SA;A80644347;10/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;ÁREA DE GOBIERNO DE MEDIO AMBIENTE Y MOVILIDAD;202000794;300/2019/01666;IFS 2019 RENOVACION DE PAVIMENTOS EN EL ANILLO DEL PARQUE JUAN CARLOS I;Obras;Abierto simplificado;;;Pluralidad de criterios;444.999,81 €;333.749,86 €;3;19/05/2020;IMESAPI, S.A.;A28010478;04/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;AREA DE GOBIERNO DE PORTAVOZ, SEGURIDAD Y EMERGENCIAS;202000795;300/2020/00114;IMPARTICION DE ACCIONES FORMATIVAS EN MATERIA DE CONDUCCION DE VEHICULOS DE CUATRO RUEDAS (2 LOTES). LOTE 1;Servicios;Abierto simplificado;;;Pluralidad de criterios;54.998,86 €;39.600,00 €;4,8;02/07/2020;ILUNION FUEGO Y CONDUCCION S.A.;A78038213;07/07/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE CENTRO;202000796;300/2019/00524;SERVICIOS EDUCATIVOS COMPLEMENTARIOS EN EL DISTRITO DE CENTRO. LOTE 1: SERVICIO DE APOYO SOCIOEDUCATIVO Y EN FAMILIA PARA EL ALUMNADO DE EDUCACION PRIMARIA Y SECUNDARIA DEL DISTRITO CENTRO.  LOTE 2: SERVICIO PARA LA PUESTA EN MARCHA Y EL SEGUIMIENTO DE UN PLAN DE CONVIVENCIA EN CENTROS ESCOLARES. LOTE 3: SERVICIO PARA LA INTEGRACION ESCOLAR A TRAVES DEL DEPORTE. LOTE 4: SERVICIO DE MEDIACION PARA LA PREVENCION DEL ABSENTISMO ESCOLAR EN LA COMUNIDAD GITANA DEL DISTRITO CENTRO. LOTE 3;Servicios;Abierto;;;Pluralidad de criterios;70.797,67 €;53.310,40 €;24;17/03/2020;J C MADRID DEPORTE Y CULTURA S.L.;B80345721;08/06/2020; ;;
2020;Julio;AYUNTAMIENTO DE MADRID;DISTRITO DE CENTRO;202000797;300/2019/00524;SERVICIOS EDUCATIVOS COMPLEMENTARIOS EN EL DISTRITO DE CENTRO. LOTE 1: SERVICIO DE APOYO SOCIOEDUCATIVO Y EN FAMILIA PARA EL ALUMNADO DE EDUCACION PRIMARIA Y SECUNDARIA DEL DISTRITO CENTRO.  LOTE 2: SERVICIO PARA LA PUESTA EN MARCHA Y EL SEGUIMIENTO DE UN PLAN DE CONVIVENCIA EN CENTROS ESCOLARES. LOTE 3: SERVICIO PARA LA INTEGRACION ESCOLAR A TRAVES DEL DEPORTE. LOTE 4: SERVICIO DE MEDIACION PARA LA PREVENCION DEL ABSENTISMO ESCOLAR EN LA COMUNIDAD GITANA DEL DISTRITO CENTRO. LOTE 1;Servicios;Abierto;;;Pluralidad de criterios;131.775,72 €;118.103,00 €;24;17/03/2020;FEDERACION DE PLATAFORMAS SOCIALES PINARDI;G83169524;11/06/2020; ;;
