id,id_ente,id_sede,nombre_de_la_sede,calle,numero_exterior,numero_interior,colonia,alcaldia,codigo_postal,referencias_de_ubicacion,horario_de_atencion,dias_de_atencion,correo_electronico,tel_1,ext_1,tel_2,ext_2,intervencion_en_crisis,terapia_individual,terapia_grupal,impresion_diagnostica,psiquiatrica,salud_reproductiva,atencion_por_lesiones,ile,ive,casa_de_emergencia,refugio,orientacion_o_asesoria_juridica,acompanamiento_juridico,representacion_juridica,medidas_de_proteccion,apertura_de_carpeta_de_investigacion,informacion_y_orientacion,perfiles_socioeconomicos,visitas_de_seguimiento,atencion_re_educativa_a_hombres_que_ejercen_violencia,atencion_psicoterapeutica_a_personas_generadoras_de_violencia,indique_otro_servicio_de_atencion_a_mujeres_victimas_de_violencia_que_porporcione_y_que_no_se_encuen,lon,lat,geopoint
129,FGJ,FGJ-076,Agencia del Ministeripo Público Especializada en Atención a la Comunidad Universitaria,Avenida Antonio Delfin Madrigal,S/N,S/N,Pedregal Santo Domingo,Coyoacán,4369.0,,24 por48,lunes a domingo,,5658-4857,,,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.1736725,19.3242448,"19.3242448,-99.1736725"
130,FGJ,FGJ-077,Agencia del Ministerio Público Especializada en Atención a Personas Integrantes de la Comunidad LGBTTTI (Zarco y Violeta),Calle Zarco,S/N,S/N,Guerrero,Cuauhtémoc,6300.0,,24 por 48,lunes a domingo,,5346-8543,,,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.1452173,19.4446243,"19.4446243,-99.1452173"
131,FGJ,FGJ-079,Agencia del Ministerio Público Especializada en Atención a Personas Integrantes de la Comunidad LGBTTTI (Bunker),Gabriel Hernández,56,S/N,Doctores,Cuauhtémoc,6720.0,,24 por 48,lunes a domingo,,5346-5219,,,,,,,,,,,,,,,Sí,,,Sí,Sí,,,,,,,-99.1473881,19.4243727,"19.4243727,-99.1473881"
132,FGJ,FGJ-083,Agencia 75 TER,General Gabriel Hernández,56,4° piso,Doctores,Cuauhtémoc,6720.0,Edificio Bunker Cerca de metro Balderas,9 A 17,L a V,amada_serrano@fgjcdmx.gob.mx,53455123,5123.0,,,Sí,Sí,No,Sí,No,No,Sí,No,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,-99.1473881,19.4243727,"19.4243727,-99.1473881"
133,FGJ,FGJ-087,Centro de Justicia para las Mujeres en la CDMX con Sede en Iztapalapa,Calle 20 de Noviembre manzana 227 lote 29,S/N,S/N,Colonia Ixtlahuacan,Iztapalapa,9690.0,Cerca del CETIS 42,24 hrs,"L,M,X,J,V,S,D",cjmiztapalapa@fgjcdmx.gob.mx,53455737,5737.0,,,Sí,Sí,Sí,Sí,No,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,"Empoderamiento Económico de la Mujer, Programa de Autonomía para la Mujer, Servicio de área Lúdica para las hijas e hijos de hasta los 12 años de las personas usuarias, Servicio del Juzgado Cívico, Atención Médica de Primer Nivel, Programa de salud preventiva, Referencias Médicas",-98.9984206,19.3433892,"19.3433892,-98.9984206"
134,FGJ,FGJ-090,Centro de Investigación Victimológica y de Apoyo Operativo (CIVA),Doctor Andrade,103,S/N,Doctores,Cuauhtémoc,6720.0,Entre Doctor Velasco y Doctor Claudio Bernard,9:00 A 19:00,L-V,centrociva@gmail.com,53455098,,53455097,,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,No,No,No,No,No,Sí,Sí,,-99.1460044,19.4192863,"19.4192863,-99.1460044"
135,FGJ,FGJ-095,"Agencia A Fiscalía Central de Investigación para la Atención de Niños, Niñas y Adolescentes",General Gabriel Hernández,56,2 Piso,Doctores,Cuauhtémoc,6720.0,Búnker de la Fiscalía General de Justicia de la Ciudad México,09:00 a 17:00,L - V,ricardo_leonardo@fgjcdmx.gob.mx,5346-8866,8866.0,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,-99.1473881,19.4243727,"19.4243727,-99.1473881"
136,FGJ,FGJ-097,"Agencia D Fiscalía Central de Investigación para la Atención de Niños, Niñas y Adolescentes",General Gabriel Hernández,56,2 Piso,Doctores,Cuauhtémoc,6720.0,Búnker de la Fiscalía General de Justicia de la Ciudad México,09:00 a 17:03,L - V,patricia_moran@fgjcdmx.gob.mx,5346-8676,8676.0,No,No,Sí,No,No,No,No,No,No,No,No,No,No,Sí,No,No,Sí,Sí,No,No,No,No,No,No,-99.1473881,19.4243727,"19.4243727,-99.1473881"
137,FGJ,FGJ-101,Fiscalía Especializada para la Investigación para el Delito de Feminicidio,Avenida Jardín,356,S/N,Del Gas,Azcapotzalco,2950.0,Quinta cerrada de Avenida Jardín,09:00 A  LAS  18:30,LUNES  A  VIERNES,irlanda_salgado@fgjcdmx.gob.mx,53455965,,53455977,,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,,-99.1599722,19.4698217,"19.4698217,-99.1599722"
138,FGJ,FGJ-102,Agencia 1 de Fiscalía de Delitos Sexuales.,Amberes,54,P/B,Juárez,Cuauhtémoc,6600.0,A un costado del Consejo Ciudadano,24 hrs,L-D,ediazc@fgjcdmx.gob.mx,53455399,5399.0,,,Sí,No,No,Sí,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,-99.1649364,19.4252412,"19.4252412,-99.1649364"
139,FGJ,FGJ-104,Agencia 3 de Fiscalía de Delitos Sexuales.,Francisco del Paso y Troncoso  esquina Fray Servando Teresa de Mier,S/N,S/N,Jardín Balbuena,Venustiano Carranza,15900.0,Alcaldía Venustiano Carranza,24 hrs,L-D,ruben_reyes@ fgjcdmx.gob.mx,53455832,5832.0,53455830,5830,Sí,No,No,No,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,No,-99.1122719,19.4198265,"19.4198265,-99.1122719"
140,FGJ,FGJ-105,Agencia 4 de Fiscalía de Delitos Sexuales.,"Cerrada Sur de los Cien Metros, esquina Eje Central",S/N,S/N,Nueva Vallejo,Gustavo A. Madero,7050.0,Metro Instituto del Petróleo,24 hrs,L-D,miguel_alvarezm@fgjcdmx.gob.mx,53468042,8042.0,53468043,8043,Sí,No,No,Sí,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,No,-99.1504745,19.5057182,"19.5057182,-99.1504745"
141,FGJ,FGJ-108,"Agencia ""A"" Sin detenido de Fiscalía de Delitos Sexuales",General Gabriel Hernández,56,piso 1,Doctores,Cuauhtémoc,6720.0,Cerca Metro Balderas,9-19:00 hrs,L-V,manuel_fuentes@fgjcdmx.gob.mx,53468114,8114.0,,8111,Sí,No,No,Sí,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,-99.1473881,19.4243727,"19.4243727,-99.1473881"
142,FGJ,FGJ-109,"Agencia ""B"" Sin Detenido de Fiscalía de Delitos Sexuales",General Gabriel Hernández,56,piso 1,Doctores,Cuauhtémoc,6720.0,Cerca Metro Balderas,9-19:00 hrs,L-V,ana_casillas@fgjcdmx.gob.mx,53468114,53468114.0,,8111,Sí,No,No,Sí,No,No,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,-99.1473881,19.4243727,"19.4243727,-99.1473881"
143,SEMU,SEMU-004,Benita Galeana,Eje Central Lazaro Cardenas,695,Piso 1,Narvarte,Benito Juárez,3020.0,,09:00 a 19:00,Lunes a Viernes,luna.benitojuarez@gmail.com,,,,,Sí,Sí,Sí,No,No,No,No,No,No,,,Sí,Sí,No,No,No,Sí,No,Sí,No,No,,-99.1468264,19.3908499,"19.3908499,-99.1468264"
144,SEMU,SEMU-008,Amparo Ochoa,Prolongación  16 de Septiembre,S/N,S/N,Contadero,Cuajimalpa,5500.0,Casi esquina Av. Veracruz,09:00 a 19:00,Lunes a Viernes,lunacuajimalpa2020@gmail.com,,,,,Sí,Sí,Sí,No,No,No,No,No,No,,,Sí,Sí,No,No,No,Sí,No,Sí,No,No,,-99.2976839,19.3470656,"19.3470656,-99.2976839"
145,SEMU,SEMU-015,Coatlicue,Av. Sur 8,S/N,S/N,Agrícola Oriental,Iztacalco,8500.0,Casi con Av. Javier Rojo Gómez,09:00 a 19:00,Lunes a Viernes,luna.iztacalco@gmail.com,,,,,Sí,Sí,Sí,No,No,No,No,No,No,,,Sí,Sí,No,No,No,Sí,No,Sí,No,No,,-99.0720406,19.4003134,"19.4003134,-99.0720406"
146,SEMU,SEMU-018,Frida Kahlo,Av. Parque Lira,128,S/N,Ampliación Daniel Garza.,Miguel Hidalgo,11840.0,,09:00 a 19:00,Lunes a Viernes,luna.miguelhidalgo@gmail.com,,,,,Sí,Sí,Sí,No,No,No,No,No,No,,,Sí,Sí,No,No,No,Sí,No,Sí,No,No,,-99.1887274,19.4056034,"19.4056034,-99.1887274"
147,SEMU,SEMU-020,Cihual in Calli,Calle Yucatán,S/N,S/N,Centro en Villa Milpa Alta,Milpa Alta,12000.0,Esquina Calle Constitución,09:00 a 19:00,Lunes a Viernes,luna.milpaalta@gmail.com,,,,,Sí,Sí,Sí,No,No,No,No,No,No,,,Sí,Sí,No,No,No,Sí,No,Sí,No,No,,-99.0220778,19.1851222,"19.1851222,-99.0220778"
148,SEMU,SEMU-023,Yaocíhuatl Tlalpan,Carretera Federal a Cuernavaca,2,S/N,La Joya,Tlalpan,14090.0,,09:00 a 19:00,Lunes a Viernes,luna.tlalpan2019@gmail.com,,,,,Sí,Sí,Sí,No,No,No,No,No,No,,,Sí,Sí,No,No,No,Sí,No,Sí,No,No,,-99.1722062,19.1370585,"19.1370585,-99.1722062"
149,SEMU,SEMU-024,Yaocíhuatl Tlalpan,Camino a Sta. Úrsula,24,S/N,Santa Úrsula Xitla.,Tlalpan,14420.0,Esquina Textitlán,09:00 a 19:00,Lunes a Viernes,luna.tlalpan2019@gmail.com,,,,,Sí,Sí,Sí,No,No,No,No,No,No,,,Sí,Sí,No,No,No,Sí,No,Sí,No,No,,-99.1785384,19.2799148,"19.2799148,-99.1785384"
150,SEMU,SEMU-026,Laureana Wright González,Francisco I. Madero,11,S/N,Barrio el Rosario,Xochimilco,16070.0,,09:00 a 19:00,Lunes a Viernes,luna.xochimilco@gmail.com,,,,,Sí,Sí,Sí,No,No,No,No,No,No,,,Sí,Sí,No,No,No,Sí,No,Sí,No,No,,-99.1048549,19.2617765,"19.2617765,-99.1048549"
151,SEMU,SEMU-027,Laureana Wright González,"Dalia, Plaza San Cristóba",S/N,S/N,Barrio San Cristóbal,Xochimilco,16080.0,,09:00 a 19:00,Lunes a Viernes,luna.xochimilco@gmail.com,,,,,Sí,Sí,Sí,No,No,No,No,No,No,,,Sí,Sí,No,No,No,Sí,No,Sí,No,No,,-99.0994729,19.2585853,"19.2585853,-99.0994729"
152,SEMU,SEMU-033,Módulo Abogadas de las Mujeres BJ 1 Y 2,Av.División del Norte,1611,S/N,Santa Cruz Atoyac,Benito Juárez,310.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.1579611,19.3720433,"19.3720433,-99.1579611"
153,SEMU,SEMU-037,Módulo Abogadas de las Mujeres COY 3,Apaches Esq.Eje 3 Oriente,S/N,S/N,San Francisco Culhuacan,Coyoacán,,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.1136673,19.3343669,"19.3343669,-99.1136673"
154,SEMU,SEMU-039,Módulo Abogadas de las Mujeres COY 5,Canal Nacional y Laura Méndez,S/N,S/N,CTM-Culhuacan,Coyoacán,4480.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.1029905,19.3200598,"19.3200598,-99.1029905"
155,SEMU,SEMU-041,Módulo Abogadas de las Mujeres CUH 1,Prolongación Lerdo,322,S/N,San Simón Tolnahuac,Cuauhtémoc,6920.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.1402974,19.4559532,"19.4559532,-99.1402974"
156,SEMU,SEMU-044,Módulo Abogadas de las Mujeres CUH 4,República de Paraguay,35,S/N,Centro,Cuauhtémoc,6020.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.1336513,19.4416495,"19.4416495,-99.1336513"
157,SEMU,SEMU-049,Módulo Abogadas de las Mujeres GAM 1,Emiliano Zapata y Guadalupe Victoria,S/N,S/N,Cuautepec Barrio Bajo,Gustavo A. Madero,7200.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.1404866,19.5397711,"19.5397711,-99.1404866"
158,SEMU,SEMU-053,Módulo Abogadas de las Mujeres GAM 5,Av. 416 y Loreto  Favela,S/N,S/N,San Juan de Aragon 7a  sección,Gustavo A. Madero,7910.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.0792556,19.4732142,"19.4732142,-99.0792556"
159,SEMU,SEMU-054,Módulo Abogadas de las Mujeres GAM 6,Francisco  Novoa y Nezahualcoyotl Aragón,S/N,S/N,Aragon La Villa,Gustavo A. Madero,7000.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.1127072,19.4778125,"19.4778125,-99.1127072"
160,SEMU,SEMU-056,Módulo Abogadas de las Mujeres IZC 1,Av. Congreso de la Union y Canal Nacional,S/N,S/N,Santa Anita,Iztacalco,8300.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.1218977,19.4025969,"19.4025969,-99.1218977"
161,SEMU,SEMU-057,Módulo Abogadas de las Mujeres IZC 2 Y 3,Sur  157 y Avenida Té,S/N,S/N,Gabriel Ramos Millán,Iztacalco,8730.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.0952018,19.3963774,"19.3963774,-99.0952018"
162,SEMU,SEMU-060,Módulo Abogadas de las Mujeres IZP 3,Av. Rio Churubusco esquina Hualquila,S/N,Interior central de Abastos,central de abastos,Iztapalapa,9040.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.103984,19.3710291,"19.3710291,-99.103984"
163,SEMU,SEMU-061,Módulo Abogadas de las Mujeres IZP 5,Calle  Campaña de Ébano  esquina Revolución  Social,S/N,S/N,Vicente Guerrero,Iztapalapa,9200.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.0538832,19.3518253,"19.3518253,-99.0538832"
164,SEMU,SEMU-063,Módulo Abogadas de las Mujeres IZP 7,San Lorenzo Tezonco,310,S/N,San Nicolas Tolentino,Iztapalapa,9850.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.0748907,19.3379972,"19.3379972,-99.0748907"
165,SEMU,SEMU-065,Módulo Abogadas de las Mujeres IZP 9 Y 10,Ermita iztapalapa,S/N,S/N,Paraje Zacatepec,Iztapalapa,9560.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.0714346,19.3493505,"19.3493505,-99.0714346"
166,SEMU,SEMU-066,Módulo Abogadas de las Mujeres MC 1,Av. San Jéronimo esquina Soledad,2625,S/N,Ampliación Potrerillo,Magdalena Contreras,10368.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.2586808,19.3101075,"19.3101075,-99.2586808"
167,SEMU,SEMU-068,Módulo Abogadas de las Mujeres MIL 1,Av. Jalisco esquina Av. México,S/N,S/N,Milpa Alta,Milpa Alta,12000.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.0237522,19.1920122,"19.1920122,-99.0237522"
168,SEMU,SEMU-069,Módulo Abogadas de las Mujeres MIL 2,Av. 5 de mayo esquina Prolongación Zaragoza,S/N,S/N,San Antonio Tecomitl,Milpa Alta,12100.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-98.9891058,19.2172558,"19.2172558,-98.9891058"
169,SEMU,SEMU-070,Módulo Abogadas de las Mujeres MH 1,Mar arabigo esquina Av. México Tacuba,S/N,S/N,Tacuba,Miguel Hidalgo,11239.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.1849789,19.4586963,"19.4586963,-99.1849789"
170,SEMU,SEMU-075,Módulo Abogadas de las Mujeres TLH 2,Nicolás Bravo esquina Cuitlahuac,S/N,S/N,Barrio La Asuncion,Tláhuac,13000.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.0034964,19.2722773,"19.2722773,-99.0034964"
171,SEMU,SEMU-076,Módulo Abogadas de las Mujeres TLP 1,Carretera Pnorámica Picacho  Ajusco  km 55,S/N,S/N,Ampliación Miguel Hidalgo,Tlalpan,14250.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.2123075,19.2795067,"19.2795067,-99.2123075"
172,SEMU,SEMU-080,Módulo Abogadas de las Mujeres VC2,Bulevar Puerto Aéreo esquina norte 13,S/N,S/N,Moctezuma 2da. sección,Venustiano Carranza,15530.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.0933601,19.4255458,"19.4255458,-99.0933601"
173,SEMU,SEMU-088,Módulo Abogadas de las Mujeres FDS2,Av. Toluca y Av. México,S/N,S/N,Progreso,Álvaro Obregón,1090.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.2010112,19.340069,"19.340069,-99.2010112"
174,SEMU,SEMU-090,Módulo Abogadas de las Mujeres FDS4,Av. 100 metros,S/N,S/N,Vallejo,Gustavo A. Madero,7750.0,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.1465851,19.4843399,"19.4843399,-99.1465851"
175,SEMU,SEMU-091,Módulo Abogadas de las Mujeres FDS5,Telecomunicaciones esquina Calle 3,S/N,S/N,Tepalcates,Iztapalapa,,En el interior de la Agencia del Ministerio Público,08:00 a 21:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,No,No,No,No,No,No,No,No,No,,,Sí,Sí,Sí,Sí,No,No,No,No,No,No,,-99.0486633,19.3854248,"19.3854248,-99.0486633"
176,SEMU,SEMU-096,Módulo de Atención Viaja Segura Pantitlán,Av. Río Churubusco y Talleres gráficos,S/N,linea 1 pasillo de salida hacia CETRAM antes de los torniquetes,Col. Agrícola Pantitlán y Adolfo López Mateos,Venustiano Carranza,8100.0,"En el interior de la Estación del Metro Pantitlán, frente a torniquetes",08:00 a 20:00,lunes a domingo,estrategia. Abogadas.2019@gmail.com,55122772,404.0,22122836,403,Sí,No,No,No,No,No,No,No,No,,,Sí,Sí,No,No,No,No,No,No,No,No,,-99.0715644,19.4144741,"19.4144741,-99.0715644"
177,SEDESA,SEDESA-001,Hospital General  Ajusco Medio,Encinos,41,S/N,Miguel Hidaldo 4ta. Sección,Tlalpan,14250.0,,08:00 - 16:00,L - V,psiclizbetcoso@outlook.com,51321200,7115.0,,,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,,,No,No,No,No,No,Sí,No,No,Sí,No,Las capacitaciones se brindan al personal de salud dentro de las Unidades Médicas.,-99.2090531,19.2712915,"19.2712915,-99.2090531"
178,SEDESA,SEDESA-002,Hospital General  Balbuena,Cecilio Robelo,S/N,S/N,El Parque,Venustiano Carranza,15970.0,,08:00 - 16:00,"L, M, J y S",abbyyy@hotmail.com,55521602,,,,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,,,No,No,No,No,No,Sí,No,No,Sí,No,Las capacitaciones se brindan al personal de salud dentro de las Unidades Médicas.,-99.1101034,19.4233504,"19.4233504,-99.1101034"
179,SEDESA,SEDESA-003,"Hospital General ""Dr. Enrique Cabrera""",Prolongación 5 de Mayo,3170,S/N,Ex hacienda de Tarango,Álvaro Obregón,1620.0,,08:00 - 16:00,L - V,magdalena.hernandez.sodexo@gmail.com,12857104,,,,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,,No,No,No,No,No,Sí,No,No,Sí,No,Las capacitaciones se brindan al personal de salud dentro de las Unidades Médicas.,-99.2232213,19.3618013,"19.3618013,-99.2232213"
180,SEDESA,SEDESA-004,"Hospital General ""Dr. Gregorio Salas""",Del Carmen,42,S/N,Centro Historico de la CdMx,Cuauhtémoc,6020.0,,08:00 - 16:00,L - V,dianarioslopez@yahoo.com.mx,57020346,,,,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,,,No,No,No,No,No,Sí,No,No,Sí,No,Las capacitaciones se brindan al personal de salud dentro de las Unidades Médicas.,-99.1295748,19.4377023,"19.4377023,-99.1295748"
181,SEDESA,SEDESA-006,"Hospital General ""Dr. Rubén Leñero""",Salvador Díaz Mirón,344,S/N,Un Hogar para Nosotros,Miguel Hidalgo,11340.0,,08:00 - 16:00,L - V,psic.violetacruzm@gmail.com,53412601,,,,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,,,No,No,No,No,No,Sí,No,No,Sí,No,Las capacitaciones se brindan al personal de salud dentro de las Unidades Médicas.,-99.1697954,19.4507072,"19.4507072,-99.1697954"
182,SEDESA,SEDESA-010,Hospital Comunitario Emiliano Zapata,Cuco Sánchez,S/N,S/N,Ampliación Emiliano Zapata,Iztapalapa,9638.0,,08:00 - 16:00,L - V,lluviadesantiago@hotmail.com,26353490,506.0,,13522,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,,,No,No,No,No,No,Sí,No,No,Sí,No,Las capacitaciones se brindan al personal de salud dentro de las Unidades Médicas.,-98.9785021,19.3394845,"19.3394845,-98.9785021"
183,SEDESA,SEDESA-011,Hospital Materno Infantil Cuautepec,Av. Emiliano Zapata,700,S/N,Cuautepec de Madero,Gustavo A. Madero,85800.0,,08:00 - 16:00,L - V,natyvisan@yahoo.com.mx,53062747,,,,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,,,No,No,No,No,No,Sí,No,No,Sí,No,Las capacitaciones se brindan al personal de salud dentro de las Unidades Médicas.,-99.1409758,19.5397889,"19.5397889,-99.1409758"
184,SEDESA,SEDESA-015,Hospital Pediátrico Legaria,Calz. Legaria,371,S/N,México Nuevo,Miguel Hidalgo,11260.0,,08:00 - 16:00,L - V,la_rouse16@hotmail.com,50827642,,53994941,,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,,,No,No,No,No,No,Sí,No,No,Sí,No,Las capacitaciones se brindan al personal de salud dentro de las Unidades Médicas.,-99.203621,19.4507095,"19.4507095,-99.203621"
185,SEDESA,SEDESA-017,Hospital Pediátrico San Juan De Aragón,Av. 506,S/N,S/N,San Juan de Aragón I Sección,Gustavo A. Madero,7969.0,,08:00 - 16:00,L - V,escadian@hotmail.com,55212666,,,,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,,,No,No,No,No,No,Sí,No,No,Sí,No,Las capacitaciones se brindan al personal de salud dentro de las Unidades Médicas.,-99.0885213,19.4556097,"19.4556097,-99.0885213"
186,SEDESA,SEDESA-018,Hospital Pediátrico La Villa,F. C. Hidalgo,200,S/N,Villa Gustavo A. Madero,Gustavo A. Madero,7050.0,,07:00 - 15:00,L - V,glol0825@gmail.com,57814098,,,,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,,,No,No,No,No,No,Sí,No,No,Sí,No,Las capacitaciones se brindan al personal de salud dentro de las Unidades Médicas.,-99.1137663,19.4725661,"19.4725661,-99.1137663"
187,SEDESA,SEDESA-020,"J. S. C. S. T. III ""Dr. Rafael Carrillo""","Victoria, Esquina con Cerrada Victoria",32,S/N,San Lucas,Iztapalapa,9000.0,,08:00 - 16:00,L - V,crisa_0@yahoo.com.mx,50381700,6911.0,,,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,,,No,No,No,No,No,Sí,No,No,Sí,No,Las capacitaciones se brindan al personal de salud dentro de las Unidades Médicas.,-99.0944588,19.3603878,"19.3603878,-99.0944588"
