id,nombre,domicilio_con_nombre,coordenadas,latitud,longitud,geopoint,domicilio
1373,PREESCOLAR GENERAL - TLAHUIZ,"DOMICILIO: PROLONGACION AQUILES SERDAN S/N, SANTIAGO TEPALCATLAPAN, DELEGACION XOCHIMILCO, MEXICO DF.","-99.12272598652517,19.24787000837149,0",19.24787000837,-99.12272598652,"19.2478700084,-99.1227259865","PROLONGACION AQUILES SERDAN S/N, SANTIAGO TEPALCATLAPAN, DELEGACION XOCHIMILCO, MEXICO DF."
1374,PRIMARIA GENERAL - DR. EPIFANIO JIMENEZ AVILA,"DOMICILIO: LOS CERILLOS 2DA SECC, SANTIAGO TULYEHUALCO 2A SECCION, DELEGACION XOCHIMILCO, MEXICO DF.","-99.01770479473275,19.24394531827256,0",19.24394531827,-99.01770479473,"19.2439453183,-99.0177047947","LOS CERILLOS 2DA SECC, SANTIAGO TULYEHUALCO 2A SECCION, DELEGACION XOCHIMILCO, MEXICO DF."
1375,PREESCOLAR GENERAL CON SERVICIO ASISTENCIAL - EMILIO ROSENBLUETH,"DOMICILIO: AV. INT. POL. NAL. 3600 Y PROLONGACION, SAN PEDRO ZACATENCO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.12649100002393,19.50941499998824,0",19.50941499998,-99.12649100002,"19.509415,-99.126491","AV. INT. POL. NAL. 3600 Y PROLONGACION, SAN PEDRO ZACATENCO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
1376,PRIMARIA GENERAL - LA PRENSA,"DOMICILIO: CONSTANTINO Y DONIZZETI, VALLEJO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.12963193911433,19.46619508009093,0",19.46619508009,-99.12963193911,"19.4661950801,-99.1296319391","CONSTANTINO Y DONIZZETI, VALLEJO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
1377,PRIMARIA GENERAL - DR. CAYETANO ANDRADE,"DOMCILIO: FRAY JUAN DE PADILLA Y 5 DE MAYO, VASCO DE QUIROGA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.09295910770256,19.4984810058222,0",19.49848100582,-99.0929591077,"19.4984810058,-99.0929591077","FRAY JUAN DE PADILLA Y 5 DE MAYO, VASCO DE QUIROGA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
1378,PRIMARIA GENERAL - PROFR. FEDERICO HERRERA MARTINEZ,"DOMICILIO: DONATELO NO 49, MIXCOAC, DELEGACION BENITO JUAREZ, MEXICO DF..","-99.18560951792665,19.37480116581811,0",19.37480116581811,-99.18560951792664,"19.3748011658,-99.1856095179","DONATELO NO 49, MIXCOAC, DELEGACION BENITO JUAREZ, MEXICO DF.."
1379,PRIMARIA GENERAL - ENRIQUE AGUILAR GONZALEZ,"DOMICILIO: AV MEXICO 68 S/N Y LIBERTAD, PEDREGAL DE CARRASCO, DELEGACION COYOACAN, MEXICO DF.","-99.16906817648928,19.30541332346083,0",19.30541332346083,-99.16906817648928,"19.3054133235,-99.1690681765","AV MEXICO 68 S/N Y LIBERTAD, PEDREGAL DE CARRASCO, DELEGACION COYOACAN, MEXICO DF."
1380,PRIMARIA GENERAL - REPUBLICA ITALIANA,"DOMICILIO: PASEO DIOSES AZTECAS U INFO CTM, AMPL SAN FRANCISCO CULHUACAN, DELEGACION COYOACAN, MEXICO DF.","-99.13219700008175,19.34384500007598,0",19.34384500007598,-99.13219700008176,"19.3438450001,-99.1321970001","PASEO DIOSES AZTECAS U INFO CTM, AMPL SAN FRANCISCO CULHUACAN, DELEGACION COYOACAN, MEXICO DF."
1381,PREESCOLAR GENERAL - LEOPOLDO MENDEZ,"DOMICILIO: CAHITAS S/N, UNIDAD HABITACIONAL CTM CINCO, DELEGACION COYOACAN, MEXICO DF.","-99.11659494937119,19.33104811098409,0",19.33104811098409,-99.1165949493712,"19.331048111,-99.1165949494","CAHITAS S/N, UNIDAD HABITACIONAL CTM CINCO, DELEGACION COYOACAN, MEXICO DF."
1382,PREESCOLAR GENERAL - REPUBLICA ARABE UNIDA,"DOMICILIO: SUR 75 Y 1A CERRADA SUR 77, NUEVA SANTA ANITA, DELEGACION IZTACALCO, MEXICO DF.","-99.1274429220377,19.40049097757521,0",19.400490977575,-99.12744292203,"19.4004909776,-99.127442922","SUR 75 Y 1A CERRADA SUR 77, NUEVA SANTA ANITA, DELEGACION IZTACALCO, MEXICO DF."
1383,PRIMARIA GENERAL - JOSE MANCISIDOR ORTIZ,"DOMICILIO: OTE 229 NO 290, AGRICOLA ORIENTAL, DELEGACION IZTACALCO, MEXICO DF.","-99.08082500011427,19.39644199981035,0",19.39644199981,-99.08082500011,"19.3964419998,-99.0808250001","OTE 229 NO 290, AGRICOLA ORIENTAL, DELEGACION IZTACALCO, MEXICO DF."
1384,PRIMARIA GENERAL - DR. EDUARDO R. CORONEL,"DOMICILIO: AV SUR 12 NO 145, AGRICOLA ORIENTAL, DELEGACION IZTACALCO, MEXICO DF.","-99.0597410002018,19.39520800044453,0",19.395208000444,-99.0597410002,"19.3952080004,-99.0597410002","AV SUR 12 NO 145, AGRICOLA ORIENTAL, DELEGACION IZTACALCO, MEXICO DF."
1385,ESCUELA SECUNDARIA TECNICA 83,"DOMICILIO: CALLE 6 Y AVENIDA PUEBLA S/N, CUCHILLA AGRICOLA PANTITLAN, DELEGACION IZTACALCO, MEXICO DF.","-99.06000739290792,19.40099981649649,0",19.40099981649,-99.0600073929,"19.4009998165,-99.0600073929","CALLE 6 Y AVENIDA PUEBLA S/N, CUCHILLA AGRICOLA PANTITLAN, DELEGACION IZTACALCO, MEXICO DF."
1386,PRIMARIA GENERAL - GREGORIO TORRES QUINTERO,"DOMICILIO: HOMBRES ILUSTRES NO 101, PUEBLO SANTA CECILIA TEPETLAPA, DELEGACION XOCHIMILCO, MEXICO DF.","-99.09653199985719,19.21593700003963,0",19.21593700003,-99.09653199985,"19.215937,-99.0965319999","HOMBRES ILUSTRES NO 101, PUEBLO SANTA CECILIA TEPETLAPA, DELEGACION XOCHIMILCO, MEXICO DF."
1387,ESCUELA SECUNDARIA TECNICA 9,"DOMICILIO: 5 DE FEBRERO Y MOCTEZUMA, ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.11539700003645,19.47972600005581,0",19.47972600005,-99.11539700003,"19.4797260001,-99.115397","5 DE FEBRERO Y MOCTEZUMA, ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
1388,PRIMARIA GENERAL - MAHATMA GANDHI,"DOMICILIO: PARQ CENTRAL NTE Y C CAMPESTRE, CAMPESTRE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.07783943029307,19.48637378870092,0",19.4863737887,-99.07783943029,"19.4863737887,-99.0778394303","PARQ CENTRAL NTE Y C CAMPESTRE, CAMPESTRE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
1389,SECUNDARIA GENERAL - QUAUCALLI,"DOMICILIO: ARROLLO LA ARMELLA Y DORADILLA S/N ESQUINA PASIONARIA, ASAMBLEA DE BARRIOS, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.14695444651389,19.56061713957733,0",19.56061713957,-99.14695444651,"19.5606171396,-99.1469544465","ARROLLO LA ARMELLA Y DORADILLA S/N ESQUINA PASIONARIA, ASAMBLEA DE BARRIOS, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
1390,PREESCOLAR GENERAL - REPUBLICA DE URUGUAY,"DOMICILIO: CAMELLON EDUARDO MOLINA S/N, VASCO DE QUIROGA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.09211092154334,19.49328492579323,0",19.49328492579,-99.09211092154,"19.4932849258,-99.0921109215","CAMELLON EDUARDO MOLINA S/N, VASCO DE QUIROGA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
1391,"INTERVENCION TEMPRANA, PREESCOLAR Y PRIMARIA ESPECIAL - CENTRO DE ATENCION MULTIPLE 67","DOMICILIO: PINOS Y CAMINO VECINAL S/N, PALMATITLA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.12630759345994,19.54687607275143,0",19.54687607275,-99.12630759345,"19.5468760727,-99.1263075934","PINOS Y CAMINO VECINAL S/N, PALMATITLA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
1392,PRIMARIA GENERAL - EJIDO DE ZACATENCO,"DOMICILIO: AV ACUEDUCTO NO 643, SAN PEDRO ZACATENCO, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.12271600011054,19.50765199978591,0",19.50765199978,-99.12271600011,"19.5076519998,-99.1227160001","AV ACUEDUCTO NO 643, SAN PEDRO ZACATENCO, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
1393,PRIMARIA GENERAL - LEONA VICARIO,"DOMICILIO: EXPLOSIVOS NO 7, LOMAS DE CHAMIZAL 1A SECC, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF.","-99.25899000008988,19.38828500009069,0",19.38828500009069,-99.25899000008988,"19.3882850001,-99.2589900001","EXPLOSIVOS NO 7, LOMAS DE CHAMIZAL 1A SECC, DELEGACION CUAJIMALPA DE MORELOS, MEXICO DF."
1394,SECUNDARIA TECNICA INDUSTRIAL - ESCUELA SECUNDARIA TECNICA 61,"DOMICILIO: CALLE MANUEL ESPERON Y ABEL DOMINGUEZ, EL TEPETATAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.13885473451612,19.56438647394985,0",19.56438647394,-99.13885473451,"19.5643864739,-99.1388547345","CALLE MANUEL ESPERON Y ABEL DOMINGUEZ, EL TEPETATAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
1395,PRIMARIA GENERAL - PROFR. FRANCISCO DE LA MAZA CUADRA,"DOMICILIO: AV 1543 NO 68, SAN JUAN DE ARAGON 6A SECCION, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.06450900013343,19.46520700007248,0",19.46520700007,-99.06450900013,"19.4652070001,-99.0645090001","AV 1543 NO 68, SAN JUAN DE ARAGON 6A SECCION, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
1396,PRIMARIA GENERAL - REPUBLICA ARABE DE EGIPTO,"DOMICILIO: VILLA INFERIOR Y VILLA GONZALO, DESARROLLO URBANO QUETZALCOATL, DELEGACION IZTAPALAPA, MEXICO DF.","-99.04043600001565,19.32179800006337,0",19.32179800006,-99.04043600001,"19.3217980001,-99.040436","VILLA INFERIOR Y VILLA GONZALO, DESARROLLO URBANO QUETZALCOATL, DELEGACION IZTAPALAPA, MEXICO DF."
1397,PREESCOLAR GENERAL - GABINO JIMENEZ JIMENEZ,"DOMICILIO: TECNOLOGIA Y PEÑA ALTA S/N, JAIME TORRES BODET, DELEGACION TLAHUAC, MEXICO DF.","-99.00331840365749,19.2337217724073,0",19.2337217724,-99.00331840365,"19.2337217724,-99.0033184036","TECNOLOGIA Y PEÑA ALTA S/N, JAIME TORRES BODET, DELEGACION TLAHUAC, MEXICO DF."
1398,PREESCOLAR GENERAL - KANTUNIL,"DOMICILIO: D'ZEMUL Y MANI S/N, PEDREGAL DE SAN NICOLAS, DELEGACION TLAHUAC, MEXICO DF.","-99.23644718956241,19.27691274848411,0",19.27691274848,-99.23644718956,"19.2769127485,-99.2364471896","D'ZEMUL Y MANI S/N, PEDREGAL DE SAN NICOLAS, DELEGACION TLAHUAC, MEXICO DF."
1399,PREESCOLAR GENERAL - BIK'IT,"DOMICILIO: AKIL Y YUCALTEPEN, POPULAR SANTA TERESA, DELEGACION TLAHUAC, MEXICO DF.","-99.22283649671941,19.29974384420342,0",19.2997438442,-99.22283649671,"19.2997438442,-99.2228364967","AKIL Y YUCALTEPEN, POPULAR SANTA TERESA, DELEGACION TLAHUAC, MEXICO DF."
1400,PREESCOLAR GENERAL - YAXCHE,"DOMICILIO: GITANA ESQ. MORELOS, LA NOPALERA, DELEGACION TLAHUAC, MEXICO DF.","-99.05484573485423,19.29842002875865,0",19.29842002875,-99.05484573485,"19.2984200288,-99.0548457349","GITANA ESQ. MORELOS, LA NOPALERA, DELEGACION TLAHUAC, MEXICO DF."
1401,PRIMARIA GENERAL - MIGUEL RAMOS ARIZPE,"DOMICILIO: IGNACIO ALLENDE S/N, GUADALUPE DEL MORAL, DELEGACION IZTAPALAPA, MEXICO DF.","-99.07252404443533,19.36939364221981,0",19.36939364221,-99.07252404443,"19.3693936422,-99.0725240444","IGNACIO ALLENDE S/N, GUADALUPE DEL MORAL, DELEGACION IZTAPALAPA, MEXICO DF."
1402,SECUNDARIA GENERAL - OCTAVIO PAZ,"DOMICILIO: GUADALUPANA Y CALLE1, LOMAS DE LA ESTANCIA, DELEGACION IZTAPALAPA, MEXICO DF.","-99.00533670333,19.34063691027559,0",19.34063691027559,-99.00533670333,"19.3406369103,-99.0053367033","GUADALUPANA Y CALLE1, LOMAS DE LA ESTANCIA, DELEGACION IZTAPALAPA, MEXICO DF."
1403,PRIMARIA GENERAL - REPUBLICA DE GUATEMALA,"DOMICILIO: IGNACIO COMONFORT S/N, SAN LUCAS, DELEGACION IZTAPALAPA, MEXICO DF.","-99.09617300022528,19.35934000044522,0",19.35934000044,-99.09617300022,"19.3593400004,-99.0961730002","IGNACIO COMONFORT S/N, SAN LUCAS, DELEGACION IZTAPALAPA, MEXICO DF."
1404,PREESCOLAR GENERAL - LIBERALES DE 1857,"DOMICILIO: V. GOMEZ FARIAS ESQ. PRESIDENTE JUAREZ, COLONIA LIBERALES DE 1857, DELEGACION ALVARO OBREGON, MEXICO DF.","-99.21326202093125,19.39297600916031,0",19.39297600916031,-99.21326202093124,"19.3929760092,-99.2132620209","V. GOMEZ FARIAS ESQ. PRESIDENTE JUAREZ, COLONIA LIBERALES DE 1857, DELEGACION ALVARO OBREGON, MEXICO DF."
1405,PRIMARIA GENERAL - REPUBLICA DE IRAK,"DOMICILIO: RODOLFO USIGLI Y SUR 101'A', SECTOR POPULAR, DELEGACION IZTAPALAPA, MEXICO DF.","-99.12027281945562,19.36360914569412,0",19.36360914569,-99.12027281945,"19.3636091457,-99.1202728194","RODOLFO USIGLI Y SUR 101'A', SECTOR POPULAR, DELEGACION IZTAPALAPA, MEXICO DF."
1406,PREESCOLAR GENERAL - PEDRO PABLO RUBENS,"DOMICILIO: TRINIDAD S/N, SAN LORENZO XICOTENCATL, DELEGACION IZTAPALAPA, MEXICO DF.","-99.02736100001008,19.38375100010486,0",19.3837510001,-99.02736100001,"19.3837510001,-99.027361","TRINIDAD S/N, SAN LORENZO XICOTENCATL, DELEGACION IZTAPALAPA, MEXICO DF."
1407,PRIMARIA GENERAL - LEOPOLDO KIEL,"DOMICILIO: CORONEL LINO MERINO NO.525, JUAN ESCUTIA, DELEGACION IZTAPALAPA, MEXICO DF.","-99.04132704842706,19.39053135518666,0",19.39053135518,-99.04132704842,"19.3905313552,-99.0413270484","CORONEL LINO MERINO NO.525, JUAN ESCUTIA, DELEGACION IZTAPALAPA, MEXICO DF."
1408,PRIMARIA GENERAL - GENOVEVA CORTES,"DOMICILIO: VILLA ASCASURI Y MANUEL CAÐAS, DESARROLLO URBANO QUETZALCOATL, DELEGACION IZTAPALAPA, MEXICO DF.","-99.04289001273536,19.33475297055273,0",19.33475297055,-99.04289001273,"19.3347529705,-99.0428900127","VILLA ASCASURI Y MANUEL CAÐAS, DESARROLLO URBANO QUETZALCOATL, DELEGACION IZTAPALAPA, MEXICO DF."
1409,SECUNDARIA GENERAL - MAHATMA MOHANDAS GANDHI,"DOMICILIO: AV MARRUECOS Y LEON TROTSKY, PRIMERO DE MAYO, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.","-99.10185407039526,19.44474295874016,0",19.44474295874,-99.10185407039,"19.4447429587,-99.1018540704","AV MARRUECOS Y LEON TROTSKY, PRIMERO DE MAYO, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
1410,ESCUELA SECUNDARIA TECNICA 52,"DOMICILIO: CHILPANCINGO SUR S/N, CONJ POPULAR HAB ERMITA ZARAGOZA, DELEGACION IZTAPALAPA, MEXICO DF.","-98.99847684642725,19.36378744154531,0",19.36378744154,-98.99847684642,"19.3637874415,-98.9984768464","CHILPANCINGO SUR S/N, CONJ POPULAR HAB ERMITA ZARAGOZA, DELEGACION IZTAPALAPA, MEXICO DF."
1411,PREESCOLAR GENERAL - XAIRE,"DOMICILIO: 5 DE FEBRERO S/N, AMPLIACION SANTIAGO ACAHUALTEPEC, DELEGACION IZTAPALAPA, MEXICO DF.","-99.00786999996174,19.35774799984867,0",19.35774799984,-99.00786999996,"19.3577479998,-99.00787","5 DE FEBRERO S/N, AMPLIACION SANTIAGO ACAHUALTEPEC, DELEGACION IZTAPALAPA, MEXICO DF."
1412,PRIMARIA GENERAL - PROFR. JOSE ROMERO Y FUENTES,"DOMICILIO: LAS FLORES NO.37, LOMAS SAN LORENZO, DELEGACION IZTAPALAPA, MEXICO DF.","-99.06530564102241,19.31922194823621,0",19.31922194823,-99.06530564102,"19.3192219482,-99.065305641","LAS FLORES NO.37, LOMAS SAN LORENZO, DELEGACION IZTAPALAPA, MEXICO DF."
1413,PRIMARIA GENERAL - CARLOS ENRIQUE NERI GUZMAN,"DOMICILIO: AV TELECOMUNICACIONES S/N FRENTE 8-9-10, U HAB CHINAMPAC DE JUAREZ, DELEGACION IZTAPALAPA, MEXICO DF.","-99.04488916902173,19.38316670460569,0",19.3831667046,-99.04488916902,"19.3831667046,-99.044889169","AV TELECOMUNICACIONES S/N FRENTE 8-9-10, U HAB CHINAMPAC DE JUAREZ, DELEGACION IZTAPALAPA, MEXICO DF."
1414,PREESCOLAR GENERAL - CIPACTLI,"DOMICILIO: DR. MARIANO AZUELA NO 138, SANTA MARIA LA RIBERA, DELEGACION CUAUHTEMOC, MEXICO DF.","-99.1543449998658,19.44752099975057,0",19.44752099975057,-99.1543449998658,"19.4475209998,-99.1543449999","DR. MARIANO AZUELA NO 138, SANTA MARIA LA RIBERA, DELEGACION CUAUHTEMOC, MEXICO DF."
1415,PRIMARIA GENERAL - ESTEBAN GARCIA DE ALBA,"DOMICILIO: JORGE ENCISO NO.1203, HEROES DE CHURUBUSCO, DELEGACION IZTAPALAPA, MEXICO DF.","-99.11981799967424,19.35945700012726,0",19.35945700012,-99.11981799967,"19.3594570001,-99.1198179997","JORGE ENCISO NO.1203, HEROES DE CHURUBUSCO, DELEGACION IZTAPALAPA, MEXICO DF."
1416,PRIMARIA GENERAL - UNIDAD MODELO,"DOMICILIO: RET.105 AV.RIO CHURUBUSCO NO.85, UNIDAD MODELO, DELEGACION IZTAPALAPA, MEXICO DF.","-99.12654813293018,19.36536155896454,0",19.36536155896,-99.12654813293,"19.365361559,-99.1265481329","RET.105 AV.RIO CHURUBUSCO NO.85, UNIDAD MODELO, DELEGACION IZTAPALAPA, MEXICO DF."
1417,PRIMARIA GENERAL - NUEVO MILENIO,"DOMICILIO: GUILLERMO PRIETO S/N, MIGUEL HIDALGO, DELEGACION TLAHUAC, MEXICO DF.","-99.03965400000286,19.28190699996609,0",19.28190699996,-99.039654,"19.281907,-99.039654","GUILLERMO PRIETO S/N, MIGUEL HIDALGO, DELEGACION TLAHUAC, MEXICO DF."
1418,PRIMARIA GENERAL - ARQ. MANUEL TOLSA,"DOMICILIO: PROLG PELUQUEROS S/N, MICHOACANA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.","-99.11835699999989,19.44654900009603,0",19.44654900009,-99.11835699999,"19.4465490001,-99.118357","PROLG PELUQUEROS S/N, MICHOACANA, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
1419,PREESCOLAR GENERAL - JOSEFA MURILLO,"DOMICILIO: BRAVO 83 ESQ. NACIONAL, MORELOS, DELEGACION VENUSTIANO CARRANZA, MEXICO DF.","-99.12184255553352,19.43934893237295,0",19.43934893237,-99.12184255553,"19.4393489324,-99.1218425555","BRAVO 83 ESQ. NACIONAL, MORELOS, DELEGACION VENUSTIANO CARRANZA, MEXICO DF."
1420,PRIMARIA GENERAL - REPUBLICA DE FRANCIA,"DOMICILIO: XOCOTITLA NO 14, DEL GAS, DELEGACION AZCAPOTZALCO, MEXICO DF.","-99.15865174871937,19.46964461886078,0",19.46964461886078,-99.15865174871936,"19.4696446189,-99.1586517487","XOCOTITLA NO 14, DEL GAS, DELEGACION AZCAPOTZALCO, MEXICO DF."
1421,PRIMARIA GENERAL - CLUB DE LEONES NUMERO 1,"DOMICILIO: YAQUIS NO 2, LA RAZA, DELEGACION AZCAPOTZALCO, MEXICO DF.","-99.1482320002734,19.46409200022177,0",19.46409200022177,-99.1482320002734,"19.4640920002,-99.1482320003","YAQUIS NO 2, LA RAZA, DELEGACION AZCAPOTZALCO, MEXICO DF."
1422,SECUNDARIA GENERAL - GUILLERMO GONZALEZ CAMARENA,"DOMICILIO: AV 1525,1527 Y CALLE 414, SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.06564748233494,19.46703413689463,0",19.46703413689,-99.06564748233,"19.4670341369,-99.0656474823","AV 1525,1527 Y CALLE 414, SAN JUAN DE ARAGON, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
1423,PRIMARIA GENERAL - DR. JOSE MARIA LUIS MORA,"DOMICILIO: CUAUHTEMOC S/N, LA PASTORA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.13896999995035,19.52692000019869,0",19.52692000019,-99.13896999995,"19.5269200002,-99.13897","CUAUHTEMOC S/N, LA PASTORA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
1424,PRIMARIA GENERAL - PROFR HERMILO ZAVALZA DEL VALLE,"DOMICILIO: YOBAIN NO 659 Y BOLONCHEN, CULTURA MAYA, DELEGACION TLALPAN, MEXICO DF.","-99.22315896006326,19.27760131286027,0",19.27760131286,-99.22315896006,"19.2776013129,-99.2231589601","YOBAIN NO 659 Y BOLONCHEN, CULTURA MAYA, DELEGACION TLALPAN, MEXICO DF."
1425,PRIMARIA GENERAL - TLAHUAC,"DOMICILIO: CALLE DE LA TURBA NO 198 B, GRANJAS CABRERA, DELEGACION TLAHUAC, MEXICO DF.","-99.06269699990449,19.29739299994187,0",19.29739299994,-99.0626969999,"19.2973929999,-99.0626969999","CALLE DE LA TURBA NO 198 B, GRANJAS CABRERA, DELEGACION TLAHUAC, MEXICO DF."
1426,PRIMARIA GENERAL - LOS DERECHOS DE NIÐO,"DOMICILIO: CALLE 17 NO.25, SANTA CRUZ MEYEHUALCO, DELEGACION IZTAPALAPA, MEXICO DF.","-99.03636809311708,19.34528992418577,0",19.34528992418,-99.03636809311,"19.3452899242,-99.0363680931","CALLE 17 NO.25, SANTA CRUZ MEYEHUALCO, DELEGACION IZTAPALAPA, MEXICO DF."
1427,PREESCOLAR GENERAL - CONTLE PAXQUI,"DOMICILIO: CALLE PINO S/N, CAMPESTRE EL POTRERO, DELEGACION IZTAPALAPA, MEXICO DF.","-98.97531799988288,19.32988576942044,0",19.32988576942,-98.97531799988,"19.3298857694,-98.9753179999","CALLE PINO S/N, CAMPESTRE EL POTRERO, DELEGACION IZTAPALAPA, MEXICO DF."
1428,PREESCOLAR GENERAL - MIAHUAXOCHITL,"DOMICILIO: SIMON BOLIVAR S/N, IXTLAHUACAN, DELEGACION IZTAPALAPA, MEXICO DF.","-98.99757800010579,19.34318300022254,0",19.34318300022,-98.9975780001,"19.3431830002,-98.9975780001","SIMON BOLIVAR S/N, IXTLAHUACAN, DELEGACION IZTAPALAPA, MEXICO DF."
1429,PRIMARIA GENERAL - ING. GUILLERMO GONZALEZ CAMARENA,"DOMICILIO: CALZ AZCAPOTZALCO LA VILLA NO 66, BARRIO LOS REYES, DELEGACION AZCAPOTZALCO, MEXICO DF.","-99.18547399994004,19.48556000005243,0",19.48556000005243,-99.18547399994004,"19.4855600001,-99.1854739999","CALZ AZCAPOTZALCO LA VILLA NO 66, BARRIO LOS REYES, DELEGACION AZCAPOTZALCO, MEXICO DF."
1430,PREESCOLAR GENERAL - ALICIA LOPEZ AMADOR,"DOMICILIO: PLAZUELA DE LOS REYES S/N, PUEBLO LOS REYES, DELEGACION COYOACAN, MEXICO DF.","-99.15358100012691,19.33652799994382,0",19.33652799994382,-99.1535810001269,"19.3365279999,-99.1535810001","PLAZUELA DE LOS REYES S/N, PUEBLO LOS REYES, DELEGACION COYOACAN, MEXICO DF."
1431,PRIMARIA GENERAL - PROFR. FAUSTO ARROYO PEREZ,"DOMICILIO: ATLACOMULCO S/N, GRAL FELIPE BERRIOZABAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.12702446346697,19.5547451431989,0",19.55474514319,-99.12702446346,"19.5547451432,-99.1270244635","ATLACOMULCO S/N, GRAL FELIPE BERRIOZABAL, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
1432,PREESCOLAR GENERAL - TONANITLA,"DOMICILIO: CALLE 8 Y RIO TLANEPANTLA, GUADALUPE PROLETARIA, DELEGACION GUSTAVO A. MADERO, MEXICO DF.","-99.14888899990072,19.52018700005638,0",19.52018700005,-99.1488889999,"19.5201870001,-99.1488889999","CALLE 8 Y RIO TLANEPANTLA, GUADALUPE PROLETARIA, DELEGACION GUSTAVO A. MADERO, MEXICO DF."
1433,PRIMARIA GENERAL - EMILIANO ZAPATA,"DOMICILIO: PROSPERO GARCIA NO 54, SANTA MARIA TOMATLAN, DELEGACION IZTAPALAPA, MEXICO DF.","-99.10063499985668,19.32455599959338,0",19.32455599959,-99.10063499985,"19.3245559996,-99.1006349999","PROSPERO GARCIA NO 54, SANTA MARIA TOMATLAN, DELEGACION IZTAPALAPA, MEXICO DF."
1434,SECUNDARIA GENERAL - GERARDO MURILLO,"DOMICILIO: PROL ARTIFICIOS, COLONIA EL CAPULIN, DELEGACION ALVARO OBREGON, MEXICO DF","-99.21060400035088,19.3968100002432,0",19.3968100002432,-99.21060400035088,"19.3968100002,-99.2106040004","PROL ARTIFICIOS, COLONIA EL CAPULIN, DELEGACION ALVARO OBREGON, MEXICO DF"
1435,PRIMARIA GENERAL - REFORMA AGRARIA,"DOMICILIO: HERMANOS WRIGHT NO.75, SAN ANDRES TOMATLAN, DELEGACION IZTAPALAPA, MEXICO DF.","-99.10293100001528,19.32791000002413,0",19.32791000002,-99.10293100001,"19.32791,-99.102931","HERMANOS WRIGHT NO.75, SAN ANDRES TOMATLAN, DELEGACION IZTAPALAPA, MEXICO DF."
1436,PRIMARIA GENERAL - I.S.S.S.T.E.,"DOMICILIO: MANUEL GONZALEZ NO 396, UNIDAD NONOALCO TLATELOLCO, DELEGACION CUAUHTEMOC, MEXICO DF.","-99.14499716354065,19.45622942259123,0",19.45622942259123,-99.14499716354064,"19.4562294226,-99.1449971635","MANUEL GONZALEZ NO 396, UNIDAD NONOALCO TLATELOLCO, DELEGACION CUAUHTEMOC, MEXICO DF."
1437,PRIMARIA GENERAL - PROFRA. VICENTA TRUJILLO,"DOMICILIO: LERDO NO 246, UNIDAD NONOALCO TLATELOLCO, DELEGACION CUAUHTEMOC, MEXICO DF.","-99.14137000017475,19.450914999981,0",19.450914999981,-99.14137000017476,"19.450915,-99.1413700002","LERDO NO 246, UNIDAD NONOALCO TLATELOLCO, DELEGACION CUAUHTEMOC, MEXICO DF."
1438,PRIMARIA GENERAL - 18 DE MARZO,"DOMICILIO: JOSE MA BUSTILLOS NO 60, ALGARIN, DELEGACION CUAUHTEMOC, MEXICO DF.","-99.14164299996675,19.40520199989593,0",19.40520199989593,-99.14164299996676,"19.4052019999,-99.141643","JOSE MA BUSTILLOS NO 60, ALGARIN, DELEGACION CUAUHTEMOC, MEXICO DF."
